config,CS1061,CS0246,CS1503,CS0103,CS0102,CS0229,CS0051,XDG0008,CS0053,CS0121
C1,3.0,0.0,0.6666666666666666,0.0,0.0,0.0,2.6666666666666665,1.0,2.6666666666666665,0.0
C2,30.666666666666668,3.0,3.6666666666666665,1.0,0.0,0.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,7.666666666666667
C3,0.0,2.6666666666666665,0.0,1.3333333333333333,0.0,0.0,1.6666666666666667,0.6666666666666666,1.0,0.0
C4,5.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.3333333333333333,2.6666666666666665,0.0
C5,1.3333333333333333,3.0,7.666666666666667,2.0,0.0,0.0,0.3333333333333333,3.0,0.6666666666666666,0.0
C6,3.6666666666666665,0.3333333333333333,0.0,2.3333333333333335,12.666666666666666,10.333333333333334,0.0,2.6666666666666665,0.0,0.0
C7,1.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
C8,2.0,5.666666666666667,1.6666666666666667,5.666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
