,TaskMonitor,IntensityProfiler,ObjectTrackEditor
C1,0.6071805632360956,0.7637280870774066,0.27369999947875095
C2,0.6058531784325082,0.5100867121660562,0.14229350870849342
C3,0.6023818242751203,0.5100169072682722,0.1004525468209685
C4,0.6070814657847944,0.5071202353358361,0.27827140554838653
C5,0.579445504394389,0.0,0.22174556513310328
C6,0.5820262116140863,0.257467149837956,0.0
C7,0.5664186396174852,0.0,0.0
C8,0.5805295385591241,0.0,0.0
