config,Perception,Code Analysis,Memory,Mutation
C1,66.0,15.333333333333332,2.0,59.0
C2,40.66666666666667,13.666666666666668,2.3333333333333335,48.333333333333336
C3,13.333333333333334,0.3333333333333333,0.3333333333333333,45.666666666666664
C4,0.6666666666666666,0.0,0.0,40.33333333333333
C5,133.66666666666666,35.666666666666664,5.666666666666667,50.33333333333333
C6,148.33333333333334,33.666666666666664,5.0,46.66666666666667
C7,65.66666666666666,16.0,2.3333333333333335,31.0
C8,85.33333333333334,22.666666666666668,4.0,28.333333333333336
